,Store,Product,week_of_year,Base Price,Price,promotion,Is_Holiday,Weekly_Units_Sold
1109,_3,_2,_9,6.99,6.99,0,0,122
1110,_3,_2,_10,6.99,6.99,0,0,106
1111,_3,_2,_11,6.99,6.99,0,0,100
1112,_3,_2,_12,6.99,6.99,0,0,95
1113,_3,_2,_13,6.99,6.99,0,0,102
1114,_3,_2,_14,6.99,4.68,1,0,199
1115,_3,_2,_15,6.99,4.68,1,0,181
1116,_3,_2,_16,6.99,4.68,1,0,189
1117,_3,_2,_17,6.99,4.68,1,0,191
1118,_3,_2,_18,6.99,6.99,0,0,113
1119,_3,_2,_19,6.99,6.99,0,0,100
1120,_3,_2,_20,6.99,6.99,0,0,106
1121,_3,_2,_21,6.99,6.99,0,0,99
1122,_3,_2,_22,6.99,6.99,0,0,113
1123,_3,_2,_23,6.99,6.99,0,0,113
1124,_3,_2,_24,6.99,6.99,0,0,109
1125,_3,_2,_25,6.99,6.99,0,0,107
1126,_3,_2,_26,6.99,6.99,0,0,108
1127,_3,_2,_27,6.99,4.68,1,0,209
1128,_3,_2,_28,6.99,4.68,1,0,193
1129,_3,_2,_29,6.99,4.68,1,0,183
1130,_3,_2,_30,6.99,4.68,1,0,189
1131,_3,_2,_31,6.99,6.99,0,0,116
1132,_3,_2,_32,6.99,6.99,0,0,107
1133,_3,_2,_33,6.99,6.99,0,0,105
1134,_3,_2,_34,6.99,6.99,0,0,100
1135,_3,_2,_35,6.99,6.99,0,0,111
1136,_3,_2,_36,6.99,6.99,0,1,108
1137,_3,_2,_37,6.99,6.99,0,0,102
1138,_3,_2,_38,6.99,6.99,0,0,101
1139,_3,_2,_39,6.99,6.99,0,0,99
1140,_3,_2,_40,6.99,6.99,0,0,113
1141,_3,_2,_41,6.99,6.99,0,0,99
1142,_3,_2,_42,6.99,6.99,0,0,109
1143,_3,_2,_43,6.99,6.99,0,0,104
1144,_3,_3,_5,19.99,19.99,0,0,31
1145,_3,_3,_6,19.99,19.99,0,1,33
1146,_3,_3,_7,19.99,19.99,0,0,30
1147,_3,_3,_8,19.99,19.99,0,0,32
1148,_3,_3,_9,19.99,19.99,0,0,29
1149,_3,_3,_10,19.99,19.99,0,0,27
1150,_3,_3,_11,19.99,19.99,0,0,16
1151,_3,_3,_12,19.99,19.99,0,0,29
1152,_3,_3,_13,19.99,19.99,0,0,22
1153,_3,_3,_14,19.99,19.99,0,0,23
1154,_3,_3,_15,19.99,19.99,0,0,23
1155,_3,_3,_16,19.99,19.99,0,0,27
1156,_3,_3,_17,19.99,19.99,0,0,19
1157,_3,_3,_18,19.99,19.99,0,0,25
1158,_3,_3,_19,19.99,19.99,0,0,25
1159,_3,_3,_20,19.99,19.99,0,0,23
1160,_3,_3,_21,19.99,19.99,0,0,24
1161,_3,_3,_22,19.99,19.99,0,0,23
1162,_3,_3,_23,19.99,19.99,0,0,17
1163,_3,_3,_24,19.99,19.99,0,0,19
1164,_3,_3,_25,19.99,19.99,0,0,18
1165,_3,_3,_26,19.99,10.0,1,0,71
1166,_3,_3,_27,19.99,10.0,1,0,124
1167,_3,_3,_28,19.99,10.0,1,0,155
1168,_3,_3,_29,19.99,10.0,1,0,189
1169,_3,_3,_30,19.99,10.0,1,0,244
1170,_3,_3,_31,19.99,19.99,0,0,78
1171,_3,_3,_32,19.99,19.99,0,0,62
1172,_3,_3,_33,19.99,19.99,0,0,87
1173,_3,_3,_34,19.99,19.99,0,0,101
1174,_3,_3,_35,19.99,19.99,0,0,39
1175,_3,_3,_36,19.99,19.99,0,1,23
1176,_3,_3,_37,19.99,19.99,0,0,21
1177,_3,_3,_38,19.99,19.99,0,0,27
1178,_3,_3,_39,19.99,19.99,0,0,21
1179,_3,_3,_40,19.99,19.99,0,0,28
1180,_3,_3,_41,19.99,19.99,0,0,29
1181,_3,_3,_42,19.99,19.99,0,0,27
1182,_3,_3,_43,19.99,19.99,0,0,21
1183,_3,_3,_44,19.99,10.0,1,0,112
1184,_3,_3,_45,19.99,10.0,1,0,94
1185,_3,_3,_46,19.99,10.0,1,0,93
1186,_3,_3,_47,19.99,10.0,1,1,117
1187,_3,_3,_48,19.99,19.99,0,0,31
1188,_3,_3,_49,19.99,19.99,0,0,29
1189,_3,_3,_50,19.99,19.99,0,0,33
1190,_3,_3,_51,19.99,19.99,0,0,34
1191,_3,_3,_52,19.99,19.99,0,1,19
1192,_3,_3,_1,21.99,21.99,0,0,32
1193,_3,_3,_2,21.99,21.99,0,0,26
1194,_3,_3,_3,21.99,21.99,0,0,29
1195,_3,_3,_4,21.99,21.99,0,0,31
1196,_3,_3,_5,21.99,21.99,0,0,24
1197,_3,_3,_6,21.99,21.99,0,1,24
1198,_3,_3,_7,21.99,21.99,0,0,23
1199,_3,_3,_8,21.99,21.99,0,0,21
1200,_3,_3,_9,21.99,21.99,0,0,23
1201,_3,_3,_10,21.99,21.99,0,0,23
1202,_3,_3,_11,21.99,21.99,0,0,15
1203,_3,_3,_12,21.99,21.99,0,0,25
1204,_3,_3,_13,21.99,21.99,0,0,19
1205,_3,_3,_14,21.99,21.99,0,0,23
1206,_3,_3,_15,21.99,21.99,0,0,21
1207,_3,_3,_16,21.99,21.99,0,0,18
1208,_3,_3,_17,21.99,21.99,0,0,19
1209,_3,_3,_18,21.99,21.99,0,0,23
1210,_3,_3,_19,21.99,21.99,0,0,21
1211,_3,_3,_20,21.99,21.99,0,0,25
1212,_3,_3,_21,21.99,21.99,0,0,17
1213,_3,_3,_22,21.99,21.99,0,0,23
1214,_3,_3,_23,21.99,21.99,0,0,29
1215,_3,_3,_24,21.99,21.99,0,0,21
1216,_3,_3,_25,21.99,21.99,0,0,19
1217,_3,_3,_26,21.99,11.0,1,0,71
1218,_3,_3,_27,21.99,11.0,1,0,85
1219,_3,_3,_28,21.99,11.0,1,0,129
1220,_3,_3,_29,21.99,11.0,1,0,177
1221,_3,_3,_30,21.99,11.0,1,0,215
1222,_3,_3,_31,21.99,21.99,0,0,78
1223,_3,_3,_32,21.99,21.99,0,0,81
1224,_3,_3,_33,21.99,21.99,0,0,101
1225,_3,_3,_34,21.99,21.99,0,0,97
1226,_3,_3,_35,21.99,21.99,0,0,43
1227,_3,_3,_36,21.99,21.99,0,1,29
1228,_3,_3,_37,21.99,21.99,0,0,26
1229,_3,_3,_38,21.99,21.99,0,0,27
1230,_3,_3,_39,21.99,21.99,0,0,25
1231,_3,_3,_40,21.99,21.99,0,0,26
1232,_3,_3,_41,21.99,21.99,0,0,23
1233,_3,_3,_42,21.99,21.99,0,0,24
1234,_3,_3,_43,21.99,21.99,0,0,25
1235,_3,_3,_44,21.99,11.0,1,0,111
1236,_3,_3,_45,21.99,11.0,1,0,105
1237,_3,_3,_46,21.99,11.0,1,0,93
1238,_3,_3,_47,21.99,11.0,1,1,100
1239,_3,_3,_48,21.99,21.99,0,0,27
1240,_3,_3,_49,21.99,21.99,0,0,29
1241,_3,_3,_50,21.99,21.99,0,0,31
1242,_3,_3,_51,21.99,21.99,0,0,33
1243,_3,_3,_52,21.99,21.99,0,1,23
1244,_3,_3,_1,19.99,19.99,0,0,38
1245,_3,_3,_2,19.99,19.99,0,0,37
1246,_3,_3,_3,19.99,19.99,0,0,38
1247,_3,_3,_4,19.99,19.99,0,0,35
1248,_3,_3,_5,19.99,19.99,0,0,37
1249,_3,_3,_6,19.99,19.99,0,1,37
1250,_3,_3,_7,19.99,19.99,0,0,37
1251,_3,_3,_8,19.99,19.99,0,0,35
1252,_3,_3,_9,19.99,19.99,0,0,33
1253,_3,_3,_10,19.99,19.99,0,0,33
1254,_3,_3,_11,19.99,19.99,0,0,25
1255,_3,_3,_12,19.99,19.99,0,0,31
1256,_3,_3,_13,19.99,19.99,0,0,28
1257,_3,_3,_14,19.99,19.99,0,0,27
1258,_3,_3,_15,19.99,19.99,0,0,29
1259,_3,_3,_16,19.99,19.99,0,0,33
1260,_3,_3,_17,19.99,19.99,0,0,33
1261,_3,_3,_18,19.99,19.99,0,0,35
1262,_3,_3,_19,19.99,19.99,0,0,37
1263,_3,_3,_20,19.99,19.99,0,0,37
1264,_3,_3,_21,19.99,19.99,0,0,36
1265,_3,_3,_22,19.99,19.99,0,0,31
1266,_3,_3,_23,19.99,19.99,0,0,34
1267,_3,_3,_24,19.99,19.99,0,0,35
1268,_3,_3,_25,19.99,19.99,0,0,39
1269,_3,_3,_26,19.99,19.99,0,0,23
1270,_3,_3,_27,19.99,10.0,1,0,123
1271,_3,_3,_28,19.99,10.0,1,0,237
1272,_3,_3,_29,19.99,10.0,1,0,265
1273,_3,_3,_30,19.99,10.0,1,0,249
1274,_3,_3,_31,19.99,19.99,0,0,87
1275,_3,_3,_32,19.99,19.99,0,0,91
1276,_3,_3,_33,19.99,19.99,0,0,87
1277,_3,_3,_34,19.99,19.99,0,0,108
1278,_3,_3,_35,19.99,19.99,0,0,121
1279,_3,_3,_36,19.99,19.99,0,1,45
1280,_3,_3,_37,19.99,19.99,0,0,40
1281,_3,_3,_38,19.99,19.99,0,0,35
1282,_3,_3,_39,19.99,19.99,0,0,32
1283,_3,_3,_40,19.99,19.99,0,0,37
1284,_3,_3,_41,19.99,19.99,0,0,33
1285,_3,_3,_42,19.99,19.99,0,0,33
1286,_3,_3,_43,19.99,19.99,0,0,31
1287,_4,_1,_5,9.99,7.99,1,0,381
1288,_4,_1,_6,9.99,7.99,1,1,687
1289,_4,_1,_7,9.99,7.99,1,0,491
1290,_4,_1,_8,9.99,7.99,1,0,296
1291,_4,_1,_9,9.99,9.99,0,0,211
1292,_4,_1,_10,9.99,9.99,0,0,197
1293,_4,_1,_11,9.99,9.99,0,0,206
1294,_4,_1,_12,9.99,9.99,0,0,223
1295,_4,_1,_13,9.99,9.99,0,0,503
1296,_4,_1,_14,9.99,9.99,0,0,376
1297,_4,_1,_15,9.99,9.99,0,0,185
1298,_4,_1,_16,9.99,9.99,0,0,160
1299,_4,_1,_17,9.99,9.99,0,0,167
1300,_4,_1,_18,9.99,7.99,1,0,270
1301,_4,_1,_19,9.99,7.99,1,0,272
1302,_4,_1,_20,9.99,7.99,1,0,267
1303,_4,_1,_21,9.99,7.99,1,0,250
1304,_4,_1,_22,9.99,9.99,0,0,171
1305,_4,_1,_23,9.99,9.99,0,0,180
1306,_4,_1,_24,9.99,9.99,0,0,179
1307,_4,_1,_25,9.99,9.99,0,0,173
1308,_4,_1,_26,9.99,9.99,0,0,182
1309,_4,_1,_27,9.99,9.99,0,0,178
1310,_4,_1,_28,9.99,9.99,0,0,181
1311,_4,_1,_29,9.99,9.99,0,0,184
1312,_4,_1,_30,9.99,9.99,0,0,183
1313,_4,_1,_31,9.99,9.99,0,0,165
1314,_4,_1,_32,9.99,9.99,0,0,181
1315,_4,_1,_33,9.99,9.99,0,0,181
1316,_4,_1,_34,9.99,9.99,0,0,187
1317,_4,_1,_35,9.99,9.99,0,0,231
1318,_4,_1,_36,9.99,9.99,0,1,224
1319,_4,_1,_37,9.99,9.99,0,0,222
1320,_4,_1,_38,9.99,9.99,0,0,215
1321,_4,_1,_39,9.99,9.99,0,0,243
1322,_4,_1,_40,9.99,9.99,0,0,247
1323,_4,_1,_41,9.99,9.99,0,0,281
1324,_4,_1,_42,9.99,9.99,0,0,345
1325,_4,_1,_43,9.99,9.99,0,0,516
1326,_4,_1,_44,9.99,9.99,0,0,325
1327,_4,_1,_45,9.99,9.99,0,0,197
1328,_4,_1,_46,9.99,9.99,0,0,216
1329,_4,_1,_47,9.99,9.99,0,1,207
1330,_4,_1,_48,9.99,9.99,0,0,244
1331,_4,_1,_49,9.99,9.99,0,0,333
1332,_4,_1,_50,9.99,9.99,0,0,496
1333,_4,_1,_51,9.99,9.99,0,0,608
1334,_4,_1,_52,9.99,9.99,0,1,189
1335,_4,_1,_1,10.99,10.99,0,0,146
1336,_4,_1,_2,10.99,10.99,0,0,162
1337,_4,_1,_3,10.99,10.99,0,0,173
1338,_4,_1,_4,10.99,10.99,0,0,179
1339,_4,_1,_5,10.99,8.79,1,0,296
1340,_4,_1,_6,10.99,8.79,1,1,490
1341,_4,_1,_7,10.99,8.79,1,0,532
1342,_4,_1,_8,10.99,8.79,1,0,224
1343,_4,_1,_9,10.99,10.99,0,0,153
1344,_4,_1,_10,10.99,10.99,0,0,181
1345,_4,_1,_11,10.99,10.99,0,0,191
1346,_4,_1,_12,10.99,10.99,0,0,186
1347,_4,_1,_13,10.99,10.99,0,0,195
1348,_4,_1,_14,10.99,10.99,0,0,211
1349,_4,_1,_15,10.99,10.99,0,0,254
1350,_4,_1,_16,10.99,10.99,0,0,482
1351,_4,_1,_17,10.99,10.99,0,0,293
1352,_4,_1,_18,10.99,8.79,1,0,217
1353,_4,_1,_19,10.99,8.79,1,0,231
1354,_4,_1,_20,10.99,8.79,1,0,215
1355,_4,_1,_21,10.99,8.79,1,0,213
1356,_4,_1,_22,10.99,10.99,0,0,147
1357,_4,_1,_23,10.99,10.99,0,0,143
1358,_4,_1,_24,10.99,10.99,0,0,157
1359,_4,_1,_25,10.99,10.99,0,0,155
1360,_4,_1,_26,10.99,10.99,0,0,147
1361,_4,_1,_27,10.99,10.99,0,0,146
1362,_4,_1,_28,10.99,10.99,0,0,159
1363,_4,_1,_29,10.99,10.99,0,0,152
1364,_4,_1,_30,10.99,10.99,0,0,157
1365,_4,_1,_31,10.99,10.99,0,0,153
1366,_4,_1,_32,10.99,10.99,0,0,145
1367,_4,_1,_33,10.99,10.99,0,0,163
1368,_4,_1,_34,10.99,10.99,0,0,143
1369,_4,_1,_35,10.99,10.99,0,0,169
1370,_4,_1,_36,10.99,10.99,0,1,201
1371,_4,_1,_37,10.99,10.99,0,0,207
1372,_4,_1,_38,10.99,10.99,0,0,204
1373,_4,_1,_39,10.99,10.99,0,0,201
1374,_4,_1,_40,10.99,10.99,0,0,241
1375,_4,_1,_41,10.99,10.99,0,0,259
1376,_4,_1,_42,10.99,10.99,0,0,265
1377,_4,_1,_43,10.99,10.99,0,0,375
1378,_4,_1,_44,10.99,10.99,0,0,453
1379,_4,_1,_45,10.99,10.99,0,0,212
1380,_4,_1,_46,10.99,10.99,0,0,188
1381,_4,_1,_47,10.99,10.99,0,1,195
1382,_4,_1,_48,10.99,10.99,0,0,242
1383,_4,_1,_49,10.99,10.99,0,0,303
1384,_4,_1,_50,10.99,10.99,0,0,425
1385,_4,_1,_51,10.99,10.99,0,0,531
1386,_4,_1,_52,10.99,10.99,0,1,211
1387,_4,_1,_1,10.99,10.99,0,0,167
1388,_4,_1,_2,10.99,10.99,0,0,171
1389,_4,_1,_3,10.99,10.99,0,0,187
1390,_4,_1,_4,10.99,10.99,0,0,182
1391,_4,_1,_5,10.99,8.79,1,0,347
1392,_4,_1,_6,10.99,8.79,1,1,481
1393,_4,_1,_7,10.99,8.79,1,0,649
1394,_4,_1,_8,10.99,8.79,1,0,270
1395,_4,_1,_9,10.99,10.99,0,0,185
1396,_4,_1,_10,10.99,10.99,0,0,183
1397,_4,_1,_11,10.99,10.99,0,0,201
1398,_4,_1,_12,10.99,10.99,0,0,215
1399,_4,_1,_13,10.99,10.99,0,0,257
1400,_4,_1,_14,10.99,10.99,0,0,496
1401,_4,_1,_15,10.99,10.99,0,0,289
1402,_4,_1,_16,10.99,10.99,0,0,151
1403,_4,_1,_17,10.99,10.99,0,0,155
1404,_4,_1,_18,10.99,8.79,1,0,234
1405,_4,_1,_19,10.99,8.79,1,0,263
1406,_4,_1,_20,10.99,8.79,1,0,244
1407,_4,_1,_21,10.99,8.79,1,0,237
1408,_4,_1,_22,10.99,10.99,0,0,157
1409,_4,_1,_23,10.99,10.99,0,0,164
1410,_4,_1,_24,10.99,10.99,0,0,177
1411,_4,_1,_25,10.99,10.99,0,0,167
1412,_4,_1,_26,10.99,10.99,0,0,171
1413,_4,_1,_27,10.99,10.99,0,0,163
1414,_4,_1,_28,10.99,10.99,0,0,171
1415,_4,_1,_29,10.99,10.99,0,0,169
1416,_4,_1,_30,10.99,10.99,0,0,162
1417,_4,_1,_31,10.99,10.99,0,0,166
1418,_4,_1,_32,10.99,10.99,0,0,166
1419,_4,_1,_33,10.99,10.99,0,0,160
1420,_4,_1,_34,10.99,10.99,0,0,173
1421,_4,_1,_35,10.99,10.99,0,0,171
1422,_4,_1,_36,10.99,10.99,0,1,195
1423,_4,_1,_37,10.99,10.99,0,0,215
1424,_4,_1,_38,10.99,10.99,0,0,221
1425,_4,_1,_39,10.99,10.99,0,0,211
1426,_4,_1,_40,10.99,10.99,0,0,239
1427,_4,_1,_41,10.99,10.99,0,0,255
1428,_4,_1,_42,10.99,10.99,0,0,287
1429,_4,_1,_43,10.99,10.99,0,0,329
1430,_4,_2,_5,5.99,5.99,0,0,610
1431,_4,_2,_6,5.99,5.99,0,1,572
1432,_4,_2,_7,5.99,5.99,0,0,577
1433,_4,_2,_8,5.99,5.99,0,0,563
1434,_4,_2,_9,5.99,5.99,0,0,586
1435,_4,_2,_10,5.99,5.99,0,0,549
1436,_4,_2,_11,5.99,5.99,0,0,541
1437,_4,_2,_12,5.99,5.99,0,0,505
1438,_4,_2,_13,5.99,4.01,1,0,1020
1439,_4,_2,_14,5.99,4.01,1,0,924
1440,_4,_2,_15,5.99,4.01,1,0,1029
1441,_4,_2,_16,5.99,4.01,1,0,1005
1442,_4,_2,_17,5.99,4.01,1,0,1005
1443,_4,_2,_18,5.99,5.99,0,0,577
1444,_4,_2,_19,5.99,5.99,0,0,515
1445,_4,_2,_20,5.99,5.99,0,0,545
1446,_4,_2,_21,5.99,5.99,0,0,551
1447,_4,_2,_22,5.99,5.99,0,0,555
1448,_4,_2,_23,5.99,5.99,0,0,521
1449,_4,_2,_24,5.99,5.99,0,0,575
1450,_4,_2,_25,5.99,5.99,0,0,525
1451,_4,_2,_26,5.99,4.01,1,0,1055
1452,_4,_2,_27,5.99,4.01,1,0,991
1453,_4,_2,_28,5.99,4.01,1,0,1060
1454,_4,_2,_29,5.99,4.01,1,0,993
1455,_4,_2,_30,5.99,4.01,1,0,1040
1456,_4,_2,_31,5.99,5.99,0,0,585
1457,_4,_2,_32,5.99,5.99,0,0,639
1458,_4,_2,_33,5.99,5.99,0,0,665
1459,_4,_2,_34,5.99,5.99,0,0,583
1460,_4,_2,_35,5.99,5.99,0,0,625
1461,_4,_2,_36,5.99,5.99,0,1,583
1462,_4,_2,_37,5.99,5.99,0,0,599
1463,_4,_2,_38,5.99,5.99,0,0,568
1464,_4,_2,_39,5.99,5.99,0,0,590
1465,_4,_2,_40,5.99,5.99,0,0,578
1466,_4,_2,_41,5.99,5.99,0,0,553
1467,_4,_2,_42,5.99,5.99,0,0,580
1468,_4,_2,_43,5.99,5.99,0,0,565
1469,_4,_2,_44,5.99,5.99,0,0,619
1470,_4,_2,_45,5.99,5.99,0,0,579
1471,_4,_2,_46,5.99,5.99,0,0,596
1472,_4,_2,_47,5.99,5.99,0,1,609
1473,_4,_2,_48,5.99,5.99,0,0,597
1474,_4,_2,_49,5.99,5.99,0,0,627
1475,_4,_2,_50,5.99,5.99,0,0,668
1476,_4,_2,_51,5.99,5.99,0,0,777
1477,_4,_2,_52,5.99,5.99,0,1,522
1478,_4,_2,_1,5.99,5.99,0,0,603
1479,_4,_2,_2,5.99,5.99,0,0,588
1480,_4,_2,_3,5.99,5.99,0,0,605
1481,_4,_2,_4,5.99,5.99,0,0,563
1482,_4,_2,_5,5.99,5.99,0,0,628
1483,_4,_2,_6,5.99,5.99,0,1,637
1484,_4,_2,_7,5.99,5.99,0,0,661
1485,_4,_2,_8,5.99,5.99,0,0,670
1486,_4,_2,_9,5.99,5.99,0,0,665
1487,_4,_2,_10,5.99,5.99,0,0,604
1488,_4,_2,_11,5.99,5.99,0,0,653
1489,_4,_2,_12,5.99,5.99,0,0,603
1490,_4,_2,_13,5.99,4.01,1,0,1067
1491,_4,_2,_14,5.99,4.01,1,0,1127
1492,_4,_2,_15,5.99,4.01,1,0,1097
1493,_4,_2,_16,5.99,4.01,1,0,1257
1494,_4,_2,_17,5.99,4.01,1,0,1041
1495,_4,_2,_18,5.99,5.99,0,0,641
1496,_4,_2,_19,5.99,5.99,0,0,597
1497,_4,_2,_20,5.99,5.99,0,0,630
1498,_4,_2,_21,5.99,5.99,0,0,625
1499,_4,_2,_22,5.99,5.99,0,0,637
1500,_4,_2,_23,5.99,5.99,0,0,623
1501,_4,_2,_24,5.99,5.99,0,0,643
1502,_4,_2,_25,5.99,5.99,0,0,601
1503,_4,_2,_26,5.99,4.01,1,0,1174
1504,_4,_2,_27,5.99,4.01,1,0,1130
1505,_4,_2,_28,5.99,4.01,1,0,1169
1506,_4,_2,_29,5.99,4.01,1,0,1199
1507,_4,_2,_30,5.99,4.01,1,0,1143
1508,_4,_2,_31,5.99,5.99,0,0,694
1509,_4,_2,_32,5.99,5.99,0,0,635
1510,_4,_2,_33,5.99,5.99,0,0,720
1511,_4,_2,_34,5.99,5.99,0,0,642
1512,_4,_2,_35,5.99,5.99,0,0,694
1513,_4,_2,_36,5.99,5.99,0,1,647
1514,_4,_2,_37,5.99,5.99,0,0,646
1515,_4,_2,_38,5.99,5.99,0,0,645
1516,_4,_2,_39,5.99,5.99,0,0,629
1517,_4,_2,_40,5.99,5.99,0,0,703
1518,_4,_2,_41,5.99,5.99,0,0,631
1519,_4,_2,_42,5.99,5.99,0,0,647
1520,_4,_2,_43,5.99,5.99,0,0,593
1521,_4,_2,_44,5.99,5.99,0,0,644
1522,_4,_2,_45,5.99,5.99,0,0,639
1523,_4,_2,_46,5.99,5.99,0,0,641
1524,_4,_2,_47,5.99,5.99,0,1,615
1525,_4,_2,_48,5.99,5.99,0,0,606
1526,_4,_2,_49,5.99,5.99,0,0,642
1527,_4,_2,_50,5.99,5.99,0,0,699
1528,_4,_2,_51,5.99,5.99,0,0,825
1529,_4,_2,_52,5.99,5.99,0,1,545
1530,_4,_2,_1,6.99,6.99,0,0,519
1531,_4,_2,_2,6.99,6.99,0,0,486
1532,_4,_2,_3,6.99,6.99,0,0,503
1533,_4,_2,_4,6.99,6.99,0,0,499
1534,_4,_2,_5,6.99,6.99,0,0,559
1535,_4,_2,_6,6.99,6.99,0,1,580
1536,_4,_2,_7,6.99,6.99,0,0,559
1537,_4,_2,_8,6.99,6.99,0,0,585
1538,_4,_2,_9,6.99,6.99,0,0,587
1539,_4,_2,_10,6.99,6.99,0,0,577
1540,_4,_2,_11,6.99,6.99,0,0,555
1541,_4,_2,_12,6.99,6.99,0,0,521
1542,_4,_2,_13,6.99,6.99,0,0,523
1543,_4,_2,_14,6.99,4.68,1,0,1046
1544,_4,_2,_15,6.99,4.68,1,0,909
1545,_4,_2,_16,6.99,4.68,1,0,1025
1546,_4,_2,_17,6.99,4.68,1,0,947
1547,_4,_2,_18,6.99,6.99,0,0,563
1548,_4,_2,_19,6.99,6.99,0,0,516
1549,_4,_2,_20,6.99,6.99,0,0,549
1550,_4,_2,_21,6.99,6.99,0,0,562
1551,_4,_2,_22,6.99,6.99,0,0,563
1552,_4,_2,_23,6.99,6.99,0,0,561
1553,_4,_2,_24,6.99,6.99,0,0,547
1554,_4,_2,_25,6.99,6.99,0,0,550
1555,_4,_2,_26,6.99,6.99,0,0,552
1556,_4,_2,_27,6.99,4.68,1,0,1051
1557,_4,_2,_28,6.99,4.68,1,0,991
1558,_4,_2,_29,6.99,4.68,1,0,1022
1559,_4,_2,_30,6.99,4.68,1,0,989
1560,_4,_2,_31,6.99,6.99,0,0,560
1561,_4,_2,_32,6.99,6.99,0,0,533
1562,_4,_2,_33,6.99,6.99,0,0,619
1563,_4,_2,_34,6.99,6.99,0,0,559
1564,_4,_2,_35,6.99,6.99,0,0,558
1565,_4,_2,_36,6.99,6.99,0,1,551
1566,_4,_2,_37,6.99,6.99,0,0,531
1567,_4,_2,_38,6.99,6.99,0,0,524
1568,_4,_2,_39,6.99,6.99,0,0,522
1569,_4,_2,_40,6.99,6.99,0,0,561
1570,_4,_2,_41,6.99,6.99,0,0,501
1571,_4,_2,_42,6.99,6.99,0,0,519
1572,_4,_2,_43,6.99,6.99,0,0,514
1573,_4,_3,_5,19.99,19.99,0,0,108
1574,_4,_3,_6,19.99,19.99,0,1,109
1575,_4,_3,_7,19.99,19.99,0,0,101
1576,_4,_3,_8,19.99,19.99,0,0,97
1577,_4,_3,_9,19.99,19.99,0,0,103
1578,_4,_3,_10,19.99,19.99,0,0,95
1579,_4,_3,_11,19.99,19.99,0,0,83
1580,_4,_3,_12,19.99,19.99,0,0,69
1581,_4,_3,_13,19.99,19.99,0,0,77
1582,_4,_3,_14,19.99,19.99,0,0,77
1583,_4,_3,_15,19.99,19.99,0,0,75
1584,_4,_3,_16,19.99,19.99,0,0,78
1585,_4,_3,_17,19.99,19.99,0,0,75
1586,_4,_3,_18,19.99,19.99,0,0,79
1587,_4,_3,_19,19.99,19.99,0,0,69
1588,_4,_3,_20,19.99,19.99,0,0,71
1589,_4,_3,_21,19.99,19.99,0,0,76
1590,_4,_3,_22,19.99,19.99,0,0,70
1591,_4,_3,_23,19.99,19.99,0,0,57
1592,_4,_3,_24,19.99,19.99,0,0,66
1593,_4,_3,_25,19.99,19.99,0,0,55
1594,_4,_3,_26,19.99,10.0,1,0,261
1595,_4,_3,_27,19.99,10.0,1,0,310
1596,_4,_3,_28,19.99,10.0,1,0,683
1597,_4,_3,_29,19.99,10.0,1,0,844
1598,_4,_3,_30,19.99,10.0,1,0,1107
1599,_4,_3,_31,19.99,19.99,0,0,298
1600,_4,_3,_32,19.99,19.99,0,0,452
1601,_4,_3,_33,19.99,19.99,0,0,511
1602,_4,_3,_34,19.99,19.99,0,0,267
1603,_4,_3,_35,19.99,19.99,0,0,137
1604,_4,_3,_36,19.99,19.99,0,1,88
1605,_4,_3,_37,19.99,19.99,0,0,87
1606,_4,_3,_38,19.99,19.99,0,0,87
1607,_4,_3,_39,19.99,19.99,0,0,83
1608,_4,_3,_40,19.99,19.99,0,0,87
1609,_4,_3,_41,19.99,19.99,0,0,79
1610,_4,_3,_42,19.99,19.99,0,0,74
1611,_4,_3,_43,19.99,19.99,0,0,77
1612,_4,_3,_44,19.99,10.0,1,0,300
1613,_4,_3,_45,19.99,10.0,1,0,356
1614,_4,_3,_46,19.99,10.0,1,0,339
1615,_4,_3,_47,19.99,10.0,1,1,395
1616,_4,_3,_48,19.99,19.99,0,0,101
1617,_4,_3,_49,19.99,19.99,0,0,107
1618,_4,_3,_50,19.99,19.99,0,0,130
1619,_4,_3,_51,19.99,19.99,0,0,148
1620,_4,_3,_52,19.99,19.99,0,1,80
1621,_4,_3,_1,21.99,21.99,0,0,101
1622,_4,_3,_2,21.99,21.99,0,0,95
1623,_4,_3,_3,21.99,21.99,0,0,103
1624,_4,_3,_4,21.99,21.99,0,0,89
1625,_4,_3,_5,21.99,21.99,0,0,84
1626,_4,_3,_6,21.99,21.99,0,1,89
1627,_4,_3,_7,21.99,21.99,0,0,88
1628,_4,_3,_8,21.99,21.99,0,0,77
1629,_4,_3,_9,21.99,21.99,0,0,75
1630,_4,_3,_10,21.99,21.99,0,0,71
1631,_4,_3,_11,21.99,21.99,0,0,70
1632,_4,_3,_12,21.99,21.99,0,0,63
1633,_4,_3,_13,21.99,21.99,0,0,66
1634,_4,_3,_14,21.99,21.99,0,0,69
1635,_4,_3,_15,21.99,21.99,0,0,67
1636,_4,_3,_16,21.99,21.99,0,0,70
1637,_4,_3,_17,21.99,21.99,0,0,59
1638,_4,_3,_18,21.99,21.99,0,0,68
1639,_4,_3,_19,21.99,21.99,0,0,63
1640,_4,_3,_20,21.99,21.99,0,0,67
1641,_4,_3,_21,21.99,21.99,0,0,59
1642,_4,_3,_22,21.99,21.99,0,0,57
1643,_4,_3,_23,21.99,21.99,0,0,61
